6,261641054063902    5,51943092334578
6,221557253584454    7,746338894831439
6,575668153198245    4,0934063144176065
7,0403726858487925    1,371850347937766
6,921882239740657    0,27941920126784225
7,330794689737859    8,920775141690456
7,322212553538765    1,5644718414697394
7,356195297975473    7,170567487054598
7,4414723612184694    12,935219278099765
7,492079376017504    20,702591534335085
7,527179115090211    24,753696156627257
7,570214284215165    36,099150336887845
7,611072454315471    49,38839142948513
7,853735822500024    77,922595157077
7,818553432212214    80,7170307554889
7,841497810016289    88,28231311271131
7,841497810016289    82,17154703748221
7,9427230062107395    70,26589485192531
8,047997210252966    66,8828777168819
8,133026375056303    63,37392344761422
8,142024170273588    58,11529356843804
8,19444947916886    52,1824567420429
8,201859508468528    50,208910894728525
8,267243487047462    45,91750015622186
8,303624572376016    37,673730345146154
8,304434373945572    45,103161562806704
8,426837108155974    32,73195952619881
8,491074354738384    34,7623274611169
8,388113869466316    34,201779826428336
8,601747235910981    39,527905424600505
8,721052742040422    54,344612551415366
8,691789458049662    41,46168521112006
8,801112669939668    63,03359137508315
8,86544257148912    65,23832650179374
8,992038963069508    71,79584635872197
9,040004132958568    73,99067079827532
9,132119061495517    69,57077125811895
9,125033297761906    67,02116162897124
9,2734969188471    53,50028140355433
9,279705397547025    57,40316983337561
9,390648212576139    41,7044503012325
9,367973768628584    51,94130101562586
9,39631682356303    43,56228368523947
9,469198964823033    34,66272620005955
9,524535405409333    31,761529724424662
9,558277137474146    30,181463173913528
9,623639692731135    28,558479223543245
9,795230640975666    20,818841458707794
9,729871297643774    23,418813623965605
9,740482490624156    22,189517329598715
9,871467894499775    17,966489906230123
9,938604633244744    15,45245683156871
9,96803673166928    13,937424875665783
12,295406442572055    31,23328518024327
12,68977980694563    40,30365622159454
12,538346913438733    35,142110428636
12,826224791193454    42,53685418468244
13,036522115364434    43,496302504328256
13,028276863019869    45,37419803050186
13,329060995042072    35,9998290749093
13,212826378608066    39,59727843145904
13,345449144429145    31,733796117611163
13,377991170464988    29,74895249671117
13,4339309515833    27,450885832578365
13,438576324928038    28,9137005956035
13,509067623458877    24,705187038259382
13,52630482829656    23,228128283612776
13,587319187933762    19,511101004750515
13,63585941206358    17,87308378795207
13,72733671606955    14,39615134377658
13,776011905414698    16,19319877846553
13,885046923609682    11,799510697390119
13,984004675409377    9,522250035839136
13,915009581683243    10,463041584420452
14,157581960927397    25,061819351870966
14,213777281966255    23,15582854559287
14,23869203257326    30,80907894403971
14,27233452424965    36,09526110186033
14,317365926575313    40,95651290164043
14,397017258561531    51,97847512239128
14,509590811022335    54,41996415965627
14,554752821632166    62,7239890607942
14,82860401094651    43,29438871965869
14,735398628697256    46,3812125756757
14,842232378824399    42,014820859477524
14,839802974115733    39,309065646262255
14,935359559323292    35,38180254292425
15,013947120732434    31,154295733489207
15,012290708431074    32,91290285092873
15,085172849691077    29,01301213200564
15,171648088725764    20,235833753238197
15,254347759403696    17,60481698937639
15,393520370406481    15,18091636206941
15,43325027009667    12,683474954754857
15,587249822815545    10,689154467701712
15,790151611773133    9,179366584696112
15,75183449366504    6,382156110960452
15,699002439414219    3,6056960326999956
15,804276643456445    7,868528096041516
6,377171215880893    4,237288135593204
6,719602977667494    2,9661016949152383
6,80893300248139    1,4406779661016884
7,672456575682382    65,25423728813558
7,687344913151366    68,8135593220339
7,746898263027296    69,83050847457628
7,761786600496278    77,96610169491525
7,866004962779156    79,23728813559322
8,744416873449133    57,6271186440678
9,17617866004963    59,78813559322033
9,205955334987593    58,26271186440678
9,652605459057071    20,254237288135585
9,846153846153847    19,491525423728817
10,03970223325062    20,508474576271183
10,08436724565757    21,52542372881355
12,168734491315137    32,96610169491525
12,46650124069479    34,49152542372882
12,615384615384617    37,54237288135593
12,898263027295286    41,61016949152542
14,05955334987593    13,644067796610173
14,148883374689825    16,949152542372886
14,349875930521089    44,78813559322032
14,521091811414394    53,05084745762712
14,640198511166254    53,5593220338983
14,401985111662531    54,067796610169495
14,491315136476427    55,59322033898305
14,699751861042184    48,72881355932203
14,833746898263028    44,15254237288135
15,101736972704716    24,576271186440678
15,146401985111664    23,813559322033896
15,35483870967742    15,932203389830505
15,53349875930521    11,610169491525426
15,563275434243177    9,32203389830508
15,682382133995038    10,33898305084746
15,637717121588091    6,271186440677965
